,location,total_sqft,bath,price,bhk,price_per_sqft
6987,Chandapura,778.0,2.0,25.29,2,3250.642673521851
6989,Electronic City,1631.0,3.0,80.0,3,4904.9662783568365
6990,Kanakpura Road,525.0,1.0,27.5,1,5238.0952380952385
6991,Jalahalli,1395.0,3.0,82.0,3,5878.136200716845
6992,other,2000.0,3.0,105.0,3,5250.0
6993,Hennur Road,1232.0,2.0,66.0,2,5357.142857142857
6994,other,1075.0,2.0,55.0,2,5116.279069767442
6995,Gubbalala,1205.0,2.0,70.0,2,5809.128630705394
6996,other,1200.0,4.0,165.0,4,13750.0
6997,Rajiv Nagar,2340.0,5.0,129.0,4,5512.820512820513
6998,Rayasandra,1179.0,2.0,55.0,3,4664.970313825275
6999,Kodigehaali,1013.0,2.0,51.0,2,5034.550839091807
7000,Uttarahalli,1160.0,2.0,40.6,2,3500.0
7002,7th Phase JP Nagar,1200.0,2.0,62.5,2,5208.333333333333
7004,Uttarahalli,1255.0,2.0,50.19,3,3999.203187250996
7005,other,1100.0,2.0,145.0,3,13181.818181818182
7006,other,1069.0,2.0,55.0,2,5144.9953227315245
7007,other,1200.0,3.0,99.0,3,8250.0
7009,Marathahalli,1065.0,2.0,55.0,2,5164.319248826291
7011,Hebbal Kempapura,1725.0,2.0,165.0,3,9565.217391304348
7012,other,1007.0,2.0,43.0,2,4270.109235352532
7013,Kengeri,1436.0,2.0,55.0,3,3830.08356545961
7014,other,4250.0,6.0,150.0,6,3529.4117647058824
7015,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
7016,Kengeri,1200.0,2.0,58.0,2,4833.333333333333
7017,Mysore Road,940.0,2.0,43.61,2,4639.36170212766
7018,KR Puram,4300.0,6.0,175.0,6,4069.767441860465
7020,Indira Nagar,1740.0,3.0,191.0,3,10977.011494252874
7021,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
7023,Dodda Nekkundi,1829.0,3.0,125.0,3,6834.3357025697105
7025,other,1000.0,2.0,60.0,2,6000.0
7026,other,5720.0,3.0,350.0,3,6118.881118881119
7029,Hebbal,1390.0,2.0,95.0,2,6834.53237410072
7030,Lakshminarayana Pura,1500.0,3.0,104.0,3,6933.333333333333
7031,Vijayanagar,2047.0,3.0,136.0,3,6643.869076697606
7032,Jakkur,1202.0,2.0,79.0,2,6572.379367720466
7033,other,1012.0,2.0,59.0,2,5830.0395256917
7034,Gunjur,2132.0,3.0,80.0,3,3752.34521575985
7036,Whitefield,605.0,1.0,40.0,1,6611.570247933884
7037,Harlur,1331.0,2.0,88.0,2,6611.570247933884
7038,Margondanahalli,1200.0,2.0,69.0,2,5750.0
7044,Balagere,1007.0,2.0,62.0,2,6156.901688182721
7047,TC Palaya,1500.0,2.0,75.0,2,5000.0
7048,Attibele,450.0,1.0,12.5,1,2777.777777777778
7049,other,1200.0,4.0,140.0,4,11666.666666666666
7050,Hennur Road,1341.0,2.0,95.0,2,7084.265473527218
7051,2nd Phase Judicial Layout,1350.0,2.0,47.25,3,3500.0
7052,Tumkur Road,992.0,2.0,60.0,2,6048.387096774193
7054,Sarjapur  Road,1229.0,2.0,70.0,2,5695.6875508543535
7056,Electronic City Phase II,1219.0,2.0,61.26,2,5025.430680885972
7057,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3,6500.327868852459
7058,Kasavanhalli,1147.0,2.0,60.0,2,5231.037489102006
7059,Akshaya Nagar,1412.0,2.0,88.0,3,6232.294617563739
7062,Nagarbhavi,1190.0,2.0,63.0,2,5294.117647058823
7063,other,1240.0,2.0,65.0,3,5241.935483870968
7064,Jigani,1352.0,3.0,65.0,3,4807.692307692308
7065,other,1100.0,2.0,55.0,2,5000.0
7067,other,1700.0,3.0,111.0,3,6529.411764705882
7068,Electronic City,1355.0,2.0,67.0,2,4944.649446494465
7069,Ramamurthy Nagar,1200.0,2.0,46.0,2,3833.3333333333335
7071,Sarjapur  Road,1342.0,2.0,70.0,2,5216.095380029807
7072,Begur Road,1615.0,3.0,50.87,3,3149.84520123839
7073,other,1340.0,2.0,65.0,2,4850.746268656716
7074,other,1200.0,2.0,54.0,2,4500.0
7076,Devanahalli,1080.0,2.0,52.0,2,4814.814814814815
7078,Electronic City,1200.0,2.0,34.0,2,2833.3333333333335
7079,Hennur Road,2700.0,3.0,150.0,3,5555.555555555556
7080,other,1780.0,3.0,110.0,3,6179.775280898876
7081,Amruthahalli,1605.0,3.0,65.0,3,4049.8442367601247
7084,Kammanahalli,1200.0,2.0,80.0,2,6666.666666666667
7086,Sarjapur,1830.0,3.0,88.0,3,4808.743169398907
7089,other,1800.0,4.0,68.0,5,3777.777777777778
7091,Chandapura,1230.0,2.0,31.37,3,2550.4065040650407
7092,Uttarahalli,1065.0,2.0,42.59,2,3999.06103286385
7094,other,1080.0,3.0,149.0,3,13796.296296296296
7095,other,900.0,2.0,65.0,3,7222.222222222223
7096,other,946.0,2.0,45.0,2,4756.871035940803
7098,Sarjapur  Road,1711.0,3.0,110.0,3,6428.988895382817
7099,other,1200.0,3.0,160.0,4,13333.333333333334
7100,Chandapura,950.0,2.0,25.65,2,2700.0
7101,Kudlu Gate,1656.0,3.0,80.0,3,4830.917874396136
7102,Uttarahalli,1075.0,2.0,46.76,2,4349.767441860465
7103,Harlur,1752.12,3.0,133.0,3,7590.80428281168
7105,other,1540.0,3.0,85.0,3,5519.480519480519
7107,LB Shastri Nagar,665.0,1.0,32.0,1,4812.0300751879695
7108,Sector 2 HSR Layout,1665.0,3.0,110.0,3,6606.606606606607
7109,Electronics City Phase 1,1145.0,2.0,54.0,2,4716.157205240174
7112,Marathahalli,1693.0,3.0,125.0,3,7383.343177790904
7113,other,2456.0,3.0,220.0,3,8957.654723127036
7114,Rajaji Nagar,2559.0,3.0,403.0,3,15748.339194998047
7115,Uttarahalli,1155.0,2.0,40.6,2,3515.151515151515
7116,other,1610.0,2.0,64.4,3,4000.0000000000005
7118,other,1530.0,2.0,185.0,2,12091.503267973856
7123,Gottigere,1400.0,2.0,50.0,3,3571.4285714285716
7124,KR Puram,1200.0,2.0,42.0,2,3500.0
7126,Kasavanhalli,1375.0,2.0,72.0,2,5236.363636363636
7127,BTM 2nd Stage,2990.0,5.0,416.0,5,13913.04347826087
7128,Vijayanagar,1200.0,2.0,75.0,3,6250.0
7129,Yelahanka,1315.0,2.0,75.0,2,5703.42205323194
7131,Yelahanka,3600.0,6.0,200.0,6,5555.555555555556
7133,Bannerghatta Road,1430.0,3.0,59.0,3,4125.874125874126
7134,Mahadevpura,1400.0,2.0,65.8,3,4700.0
7135,Thanisandra,1093.0,2.0,72.0,2,6587.374199451052
7136,Horamavu Banaswadi,1200.0,2.0,45.0,2,3750.0
7137,Magadi Road,5000.0,6.0,360.0,5,7200.0
7139,Whitefield,2210.0,3.0,156.0,3,7058.823529411765
7143,Whitefield,1173.0,2.0,78.2,2,6666.666666666667
7145,other,1717.0,3.0,120.0,3,6988.934187536401
7146,Mallasandra,1325.0,2.0,65.0,2,4905.66037735849
7149,other,1409.0,2.0,62.0,3,4400.28388928318
7150,Bellandur,1200.0,2.0,52.0,2,4333.333333333333
7151,Thanisandra,1200.0,2.0,53.5,2,4458.333333333333
7152,Whitefield,1740.0,4.0,130.0,3,7471.264367816092
7153,Hennur Road,1232.0,2.0,88.0,2,7142.857142857143
7154,Chandapura,1200.0,2.0,36.0,2,3000.0
7156,other,1250.0,2.0,50.0,2,4000.0
7157,other,1475.0,2.0,171.0,2,11593.22033898305
7158,Bommanahalli,2100.0,4.0,85.0,4,4047.6190476190477
7159,5th Phase JP Nagar,552.0,1.0,23.5,1,4257.246376811594
7162,other,1225.0,2.0,65.0,2,5306.122448979592
7163,other,650.0,1.0,16.0,1,2461.5384615384614
7164,Padmanabhanagar,1067.0,2.0,52.0,2,4873.477038425492
7165,Sarjapur,1364.0,2.0,56.0,3,4105.571847507332
7166,other,1750.0,3.0,75.0,3,4285.714285714285
7167,Bannerghatta Road,1240.0,2.0,71.0,2,5725.806451612903
7168,Hulimavu,1200.0,2.0,75.0,2,6250.0
7169,Kaggadasapura,1540.0,3.0,75.0,3,4870.12987012987
7170,other,1504.0,2.0,102.0,3,6781.914893617021
7171,other,1116.0,2.0,49.8,2,4462.365591397849
7172,Hennur Road,2365.0,4.0,175.0,3,7399.577167019028
7173,Sarjapura - Attibele Road,1308.0,2.0,37.0,2,2828.7461773700306
7176,Hoskote,1069.0,2.0,38.0,3,3554.724041159963
7177,Hebbal,1333.0,2.0,100.0,2,7501.875468867217
7178,other,1800.0,4.0,145.0,4,8055.555555555556
7180,Thanisandra,1698.0,3.0,107.0,3,6301.531213191991
7182,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2,4528.301886792453
7183,Hennur,1160.0,2.0,49.0,2,4224.137931034483
7184,Sarjapur  Road,1484.0,2.0,65.0,3,4380.053908355795
7187,Hennur Road,1310.0,2.0,66.0,2,5038.167938931298
7189,other,3000.0,4.0,240.0,4,8000.0
7191,Marathahalli,1693.0,3.0,125.0,3,7383.343177790904
7192,Jigani,1230.0,3.0,60.0,3,4878.048780487805
7194,Bommasandra Industrial Area,1310.0,2.0,37.83,3,2887.7862595419847
7195,other,1150.0,2.0,60.0,2,5217.391304347826
7196,Munnekollal,1385.0,2.0,66.5,3,4801.444043321299
7197,Tumkur Road,1066.0,2.0,52.5,2,4924.953095684803
7200,other,1625.0,3.0,92.0,3,5661.538461538462
7201,Vittasandra,1246.0,2.0,67.4,2,5409.309791332264
7202,Vijayanagar,2100.0,6.0,252.0,4,12000.0
7203,other,2400.0,4.0,250.0,4,10416.666666666666
7204,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6,5000.0
7205,7th Phase JP Nagar,1000.0,2.0,70.65,2,7065.000000000001
7208,Varthur,1395.0,2.0,79.0,3,5663.082437275985
7209,other,1180.0,2.0,50.0,2,4237.28813559322
7210,Banaswadi,1903.0,6.0,140.0,5,7356.8050446663165
7211,Electronic City,1175.0,2.0,47.0,2,4000.0
7212,other,1272.0,2.0,51.5,2,4048.7421383647797
7213,other,1490.0,2.0,92.0,3,6174.496644295302
7214,Yeshwanthpur,1144.0,2.0,67.0,2,5856.643356643357
7215,other,2400.0,5.0,140.0,4,5833.333333333333
7216,Hormavu,1143.0,2.0,53.0,2,4636.920384951881
7217,Karuna Nagar,2500.0,3.0,190.0,3,7600.0
7218,Whitefield,1216.0,2.0,75.0,2,6167.763157894737
7219,other,1044.0,2.0,60.0,2,5747.126436781609
7220,Prithvi Layout,1352.0,3.0,93.0,2,6878.698224852071
7221,Hennur Road,1552.0,3.0,75.0,3,4832.474226804124
7222,Bellandur,1785.0,3.0,120.0,3,6722.689075630252
7223,Pai Layout,810.0,2.0,34.5,2,4259.259259259259
7224,Banashankari Stage V,1650.0,3.0,51.98,3,3150.3030303030305
7225,other,1595.0,3.0,70.39,3,4413.166144200627
7227,Babusapalaya,1410.0,2.0,65.0,3,4609.929078014185
7230,other,1640.0,3.0,84.0,3,5121.951219512195
7231,Yelahanka New Town,450.0,1.0,16.0,1,3555.5555555555557
7232,Bannerghatta Road,1305.0,2.0,60.0,3,4597.701149425287
7234,Kaggadasapura,1240.0,2.0,45.0,2,3629.032258064516
7235,other,1200.0,2.0,54.0,2,4500.0
7236,Dodda Nekkundi,1100.0,2.0,41.16,2,3741.8181818181815
7237,Koramangala,1180.0,2.0,128.0,2,10847.457627118643
7238,Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
7240,other,1567.2,2.0,190.0,3,12123.532414497193
7241,Channasandra,1310.0,2.0,45.0,3,3435.114503816794
7243,other,959.0,2.0,42.5,2,4431.699687174139
7246,Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
7247,Yelahanka,1390.0,2.0,70.21,2,5051.079136690647
7249,Kenchenahalli,1280.0,2.0,69.0,3,5390.625
7251,Yelahanka,1614.0,3.0,95.0,3,5885.9975216852545
7252,Kasturi Nagar,1000.0,2.0,58.0,2,5800.0
7253,Marathahalli,1196.0,2.0,57.9,2,4841.13712374582
7257,other,1141.0,2.0,55.0,2,4820.333041191937
7258,5th Phase JP Nagar,1200.0,2.0,51.0,2,4250.0
7260,Doddathoguru,855.0,2.0,32.0,2,3742.690058479532
7261,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
7262,Chandapura,922.0,2.0,36.0,2,3904.5553145336225
7263,other,1200.0,2.0,43.2,2,3600.0
7264,other,1240.0,2.0,65.0,3,5241.935483870968
7266,other,1293.0,2.0,75.0,2,5800.46403712297
7268,Yelahanka New Town,1599.0,3.0,80.0,3,5003.126954346467
7269,Nehru Nagar,967.0,2.0,41.1,2,4250.258531540848
7270,other,1885.0,3.0,90.0,3,4774.535809018567
7271,other,860.0,2.0,65.5,2,7616.279069767442
7273,Sarjapur  Road,1050.0,2.0,63.5,2,6047.619047619048
7274,Marathahalli,1595.0,3.0,88.0,3,5517.241379310345
7275,Sarjapur  Road,1350.0,2.0,102.0,2,7555.555555555556
7277,Sarjapur  Road,2990.0,4.0,240.0,4,8026.755852842809
7278,Sarjapur  Road,1035.0,2.0,49.0,2,4734.299516908212
7280,Sarjapur  Road,1457.0,3.0,85.0,3,5833.905284831846
7281,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
7282,Bannerghatta,1100.0,2.0,66.0,2,6000.0
7283,Whitefield,1655.0,3.0,120.0,3,7250.755287009063
7285,Ramagondanahalli,1215.0,2.0,46.1,2,3794.238683127572
7286,Kanakpura Road,1155.0,2.0,50.125,2,4339.82683982684
7288,Sarjapur  Road,1685.0,3.0,135.0,3,8011.86943620178
7291,Marathahalli,2122.0,3.0,125.0,3,5890.66918001885
7293,Kengeri,1230.0,2.0,45.0,2,3658.5365853658536
7294,5th Phase JP Nagar,1240.0,3.0,60.0,3,4838.709677419355
7295,Electronic City Phase II,1252.0,2.0,65.0,3,5191.693290734825
7296,other,1374.0,2.0,88.0,3,6404.657933042213
7297,8th Phase JP Nagar,500.0,1.0,30.0,1,6000.0
7299,Hebbal,1355.0,3.0,83.87,3,6189.667896678967
7301,Sarjapur  Road,1350.0,2.0,68.0,2,5037.037037037037
7302,Whitefield,4003.0,6.0,300.0,4,7494.379215588308
7303,Hennur,2400.0,3.0,135.0,3,5625.0
7304,Haralur Road,1560.0,3.0,90.0,3,5769.2307692307695
7305,Anandapura,1151.0,2.0,43.16,2,3749.7827975673326
7306,Uttarahalli,1360.0,2.0,47.59,3,3499.264705882353
7307,other,1250.0,2.0,60.0,2,4800.0
7308,Chandapura,1110.0,2.0,29.97,3,2700.0
7309,Hennur Road,1015.0,2.0,50.0,2,4926.108374384236
7310,Kadugodi,1351.0,2.0,78.0,3,5773.501110288675
7311,Yelahanka New Town,960.0,2.0,50.0,2,5208.333333333333
7312,other,1110.0,2.0,52.0,2,4684.684684684685
7313,R.T. Nagar,1680.0,3.0,72.0,3,4285.714285714285
7317,Horamavu Banaswadi,1254.0,2.0,47.0,2,3748.006379585327
7319,CV Raman Nagar,1051.0,2.0,61.0,2,5803.996194100856
7322,Hebbal,2650.0,4.0,199.0,3,7509.433962264151
7323,other,2000.0,2.0,160.0,4,8000.0
7324,Yeshwanthpur,1541.0,2.0,130.0,2,8436.080467229072
7325,Sarjapur  Road,1200.0,3.0,70.0,3,5833.333333333333
7326,Whitefield,1125.0,2.0,45.0,2,4000.0
7327,Vittasandra,1650.0,3.0,85.0,3,5151.515151515152
7328,other,834.0,1.0,62.0,1,7434.052757793765
7329,Gollarapalya Hosahalli,1320.0,3.0,60.0,3,4545.454545454545
7332,Mysore Road,1500.0,3.0,74.0,3,4933.333333333333
7335,other,600.0,1.0,52.0,1,8666.666666666666
7336,Whitefield,1180.0,2.0,70.0,2,5932.203389830508
7337,Kadugodi,1010.0,2.0,50.0,2,4950.495049504951
7338,Channasandra,1070.0,2.0,38.0,2,3551.4018691588785
7339,Choodasandra,1580.0,3.0,105.0,3,6645.569620253164
7342,Iblur Village,1920.0,3.0,130.0,3,6770.833333333333
7343,Sanjay nagar,1200.0,2.0,76.0,3,6333.333333333333
7344,Kalena Agrahara,1040.0,2.0,45.0,2,4326.923076923077
7345,Hulimavu,1430.0,2.0,90.0,3,6293.706293706294
7346,Uttarahalli,1215.0,2.0,52.85,3,4349.794238683127
7347,Domlur,650.0,1.0,70.0,1,10769.23076923077
7348,Thanisandra,1564.0,3.0,105.0,3,6713.5549872122765
7351,Kasavanhalli,1200.0,2.0,60.0,2,5000.0
7352,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,4325.354609929078
7353,Begur Road,1200.0,2.0,44.4,2,3700.0
7354,other,2000.0,4.0,135.0,4,6750.0
7355,other,2750.0,3.0,260.0,3,9454.545454545454
7357,Yelahanka,1650.0,3.0,105.0,3,6363.636363636364
7358,1st Block Jayanagar,1235.0,2.0,148.0,2,11983.805668016194
7359,Yelahanka,1200.0,2.0,55.0,2,4583.333333333333
7361,Kengeri Satellite Town,985.0,2.0,42.0,2,4263.959390862944
7362,Ramagondanahalli,1475.0,2.0,63.0,3,4271.186440677966
7366,Gottigere,2500.0,3.0,120.0,4,4800.0
7368,other,1000.0,2.0,46.0,2,4600.0
7370,Kasavanhalli,4260.0,4.0,333.0,4,7816.901408450704
7371,Brookefield,1950.0,6.0,175.0,5,8974.358974358975
7372,Kudlu,1570.0,2.0,65.94,3,4200.0
7373,Kanakapura,1283.0,2.0,68.0,2,5300.077942322681
7375,other,1200.0,2.0,52.0,2,4333.333333333333
7376,HAL 2nd Stage,2700.0,3.0,500.0,3,18518.51851851852
7377,Konanakunte,2400.0,2.0,180.0,3,7500.0
7378,Kathriguppe,1250.0,2.0,68.75,3,5500.0
7379,Old Madras Road,3630.0,6.0,196.0,4,5399.449035812672
7380,Yelahanka,990.0,2.0,37.62,2,3799.9999999999995
7382,other,1280.0,2.0,90.0,2,7031.25
7383,1st Block Jayanagar,2750.0,4.0,413.0,4,15018.181818181818
7384,other,1190.0,2.0,55.0,2,4621.848739495798
7385,Yelachenahalli,1100.0,2.0,60.0,2,5454.545454545455
7386,other,2075.0,3.0,175.0,3,8433.734939759037
7387,Harlur,1133.0,2.0,55.0,2,4854.368932038835
7388,Somasundara Palya,2400.0,3.0,140.0,4,5833.333333333333
7389,Whitefield,1280.0,2.0,69.0,2,5390.625
7390,Horamavu Agara,1250.0,3.0,65.0,3,5200.0
7391,Begur Road,1565.0,2.0,49.3,3,3150.1597444089457
7392,other,1900.0,3.0,65.0,3,3421.0526315789475
7393,Munnekollal,1080.0,2.0,45.0,2,4166.666666666667
7397,Vittasandra,1246.0,2.0,67.3,2,5401.284109149277
7400,other,1578.0,3.0,73.9,3,4683.143219264893
7401,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
7402,Sarjapur  Road,1700.0,3.0,79.9,3,4700.000000000001
7404,Vidyaranyapura,1120.0,2.0,70.0,2,6250.0
7405,Electronic City,435.0,1.0,22.0,1,5057.471264367816
7407,Old Madras Road,1480.0,3.0,95.0,3,6418.918918918919
7408,Hormavu,1000.0,2.0,50.0,2,5000.0
7409,HSR Layout,1145.0,2.0,46.0,2,4017.467248908297
7410,Bommasandra,800.0,1.0,32.0,2,4000.0
7411,Thanisandra,1265.0,2.0,83.0,2,6561.264822134387
7412,Devanahalli,1700.0,3.0,88.2,3,5188.235294117647
7413,other,1475.0,2.0,70.0,2,4745.762711864407
7414,BTM 2nd Stage,1265.0,2.0,55.0,2,4347.826086956522
7415,Anandapura,1200.0,2.0,58.0,2,4833.333333333333
7416,1st Phase JP Nagar,2180.0,3.0,210.0,3,9633.02752293578
7417,Brookefield,1080.0,2.0,50.0,2,4629.62962962963
7418,Whitefield,2023.0,4.0,130.0,3,6426.099851705388
7419,other,2400.0,2.0,125.0,2,5208.333333333333
7424,Hoodi,1108.0,2.0,74.23,2,6699.458483754513
7425,Marathahalli,1730.0,3.0,115.0,3,6647.398843930636
7426,other,1427.0,2.0,70.0,3,4905.395935529082
7427,Yelahanka,935.0,2.0,35.53,2,3800.0
7428,Sarjapura - Attibele Road,1073.0,2.0,31.77,2,2960.857409133271
7429,Ananth Nagar,960.0,2.0,37.0,2,3854.1666666666665
7430,Thigalarapalya,2215.0,4.0,150.0,3,6772.009029345372
7431,Electronic City Phase II,1125.0,2.0,32.49,2,2888.0
7432,Brookefield,1230.0,2.0,55.0,2,4471.544715447155
7434,7th Phase JP Nagar,1080.0,2.0,75.0,2,6944.444444444444
7435,Hebbal Kempapura,1200.0,3.0,125.0,3,10416.666666666666
7437,Uttarahalli,1590.0,3.0,58.0,3,3647.7987421383646
7438,other,1350.0,3.0,68.0,3,5037.037037037037
7440,Kaggadasapura,1560.0,2.0,72.0,3,4615.384615384615
7442,other,2274.24,4.0,160.0,3,7035.317292809907
7443,Sonnenahalli,1484.0,3.0,74.18,3,4998.652291105122
7444,Indira Nagar,1650.0,3.0,220.0,3,13333.333333333334
7448,Frazer Town,2079.0,3.0,220.0,3,10582.010582010582
7449,Bharathi Nagar,1351.0,2.0,74.0,2,5477.424130273871
7451,KR Puram,1430.0,2.0,61.0,3,4265.734265734266
7456,Sarjapur  Road,984.0,2.0,55.0,2,5589.430894308943
7457,Jalahalli,1770.0,3.0,100.0,3,5649.717514124294
7458,other,900.0,3.0,105.0,2,11666.666666666666
7460,Bhoganhalli,1447.0,2.0,75.97,2,5250.172771250864
7461,Margondanahalli,1140.0,2.0,60.0,2,5263.1578947368425
7463,Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
7465,other,1570.0,3.0,80.0,3,5095.541401273886
7466,other,1495.0,2.0,65.0,3,4347.826086956522
7469,Gunjur,1800.0,3.0,70.0,3,3888.8888888888887
7470,Bellandur,1088.0,2.0,48.0,2,4411.764705882353
7471,Hosa Road,1533.0,3.0,98.18,3,6404.4357469015
7473,Thubarahalli,1540.0,3.0,90.0,3,5844.1558441558445
7475,Hosa Road,1040.0,2.0,68.59,2,6595.192307692308
7477,Begur Road,1260.0,2.0,39.69,2,3150.0
7478,Uttarahalli,1180.0,2.0,41.3,2,3499.9999999999995
7480,other,1350.0,3.0,75.0,3,5555.555555555556
7482,other,470.0,2.0,10.0,1,2127.659574468085
7484,other,2300.0,7.0,160.0,6,6956.521739130435
7485,Sarjapur,1124.0,2.0,30.35,2,2700.1779359430607
7486,Yelahanka New Town,2095.0,3.0,109.0,4,5202.863961813842
7489,Harlur,1756.0,3.0,128.0,3,7289.293849658315
7490,Bommasandra,1280.0,3.0,50.0,3,3906.25
7492,Indira Nagar,1700.0,3.0,150.0,3,8823.529411764706
7493,Whitefield,2134.0,4.0,118.0,3,5529.522024367385
7496,other,1313.0,4.0,150.0,3,11424.219345011425
7497,other,2515.0,4.0,155.0,3,6163.021868787277
7498,Thigalarapalya,2215.0,4.0,154.0,3,6952.5959367945825
7499,other,1440.0,3.0,72.0,3,5000.0
7501,Uttarahalli,1350.0,2.0,47.24,3,3499.259259259259
7502,Hebbal,1800.0,3.0,140.0,3,7777.777777777777
7503,Kudlu,1600.0,3.0,79.0,3,4937.5
7507,Binny Pete,1740.0,3.0,150.0,3,8620.689655172413
7508,Malleshwaram,900.0,2.0,90.0,2,10000.0
7509,Benson Town,1567.0,3.0,140.0,2,8934.269304403319
7510,Kambipura,1082.0,2.0,45.5,3,4205.1756007393715
7511,Nagarbhavi,1050.0,2.0,80.0,2,7619.047619047619
7512,other,1200.0,2.0,56.0,2,4666.666666666667
7513,Begur,3500.0,4.0,185.0,3,5285.714285714285
7514,Dasarahalli,1220.0,2.0,52.0,2,4262.295081967213
7515,Binny Pete,1970.0,3.0,164.0,3,8324.873096446701
7516,other,2665.0,3.0,350.0,3,13133.208255159474
7517,Kanakapura,2130.0,4.0,120.0,4,5633.802816901409
7518,Harlur,1749.0,3.0,120.0,3,6861.06346483705
7522,other,1670.0,3.0,75.0,3,4491.017964071856
7523,Hennur Road,2264.0,3.0,168.0,3,7420.494699646643
7524,other,3500.0,5.0,450.0,4,12857.142857142857
7525,Begur,1100.0,2.0,55.0,2,5000.0
7526,Chandapura,674.0,1.0,19.9,2,2952.522255192878
7527,Koramangala,1320.0,2.0,160.0,2,12121.212121212122
7529,Electronics City Phase 1,1125.0,2.0,65.0,2,5777.777777777777
7530,Nagavara,1125.0,2.0,44.5,2,3955.5555555555557
7532,BTM Layout,1300.0,2.0,75.0,3,5769.2307692307695
7533,JP Nagar,1600.0,3.0,83.0,3,5187.5
7534,Magadi Road,1052.0,2.0,60.0,3,5703.42205323194
7536,Devarachikkanahalli,1130.0,2.0,36.0,2,3185.8407079646017
7538,BTM 2nd Stage,2200.0,3.0,220.0,3,10000.0
7539,Electronic City,1500.0,2.0,63.0,3,4200.0
7541,Gottigere,1230.0,2.0,52.0,3,4227.642276422765
7542,Haralur Road,1520.0,2.0,85.0,3,5592.105263157895
7543,Kanakpura Road,525.0,1.0,26.25,1,5000.0
7544,Hosa Road,1040.0,2.0,61.0,2,5865.384615384615
7545,other,1300.0,2.0,67.0,3,5153.846153846154
7546,Old Airport Road,2690.0,4.0,201.0,4,7472.118959107806
7547,Domlur,780.0,1.0,70.0,1,8974.358974358975
7549,Chandapura,1225.0,3.0,33.08,3,2700.408163265306
7551,Cox Town,1600.0,3.0,150.0,3,9375.0
7552,Kadugodi,1890.0,4.0,125.0,3,6613.756613756614
7555,Whitefield,1458.0,2.0,62.0,3,4252.400548696845
7558,Whitefield,1808.0,4.0,80.0,3,4424.778761061947
7559,Balagere,1007.0,2.0,67.0,2,6653.4260178748755
7560,Doddathoguru,1105.0,2.0,50.0,2,4524.886877828054
7562,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2,4273.504273504273
7564,Kaggalipura,1150.0,2.0,62.0,3,5391.304347826087
7565,Ramamurthy Nagar,1200.0,2.0,57.9,2,4825.0
7566,other,1200.0,2.0,54.0,2,4500.0
7567,Kudlu Gate,1656.0,3.0,75.0,3,4528.985507246377
7569,KR Puram,1040.0,2.0,50.0,2,4807.692307692308
7572,NRI Layout,2150.0,4.0,115.0,4,5348.837209302325
7574,Panathur,1210.0,2.0,77.0,2,6363.636363636364
7575,other,1050.0,2.0,55.0,2,5238.0952380952385
7577,Iblur Village,1920.0,3.0,150.0,3,7812.5
7578,Uttarahalli,1250.0,2.0,50.0,3,4000.0
7580,Malleshpalya,1421.0,2.0,90.0,2,6333.56790992259
7582,Old Madras Road,1425.0,2.0,74.31,3,5214.736842105263
7583,Budigere,1162.0,2.0,58.0,2,4991.394148020654
7584,Whitefield,905.0,1.0,60.0,1,6629.834254143647
7586,other,1258.0,2.0,58.0,2,4610.492845786964
7591,Whitefield,1537.0,2.0,70.0,3,4554.326610279766
7593,other,2400.0,5.0,300.0,6,12500.0
7594,Malleshwaram,2250.0,3.0,200.0,3,8888.888888888889
7596,other,3000.0,4.0,130.0,8,4333.333333333333
7598,Indira Nagar,3200.0,3.0,250.0,4,7812.5
7599,Anjanapura,950.0,2.0,32.0,2,3368.4210526315787
7600,Marathahalli,4000.0,4.0,200.0,4,5000.0
7605,Budigere,1636.0,3.0,85.0,3,5195.59902200489
7608,Green Glen Layout,1728.0,3.0,125.0,3,7233.7962962962965
7609,7th Phase JP Nagar,1680.0,3.0,125.0,3,7440.476190476191
7610,other,1235.0,2.0,140.0,2,11336.032388663967
7612,Yelahanka,3990.0,4.0,260.0,4,6516.290726817043
7613,Kasavanhalli,1495.0,2.0,83.0,2,5551.8394648829435
7615,Yeshwanthpur,2501.0,3.0,138.0,3,5517.792882846861
7618,Hennur Road,2002.0,3.0,120.0,3,5994.005994005994
7619,other,3200.0,3.0,260.0,3,8125.0
7620,Banjara Layout,1200.0,2.0,70.0,2,5833.333333333333
7622,Bommasandra,1942.0,3.0,90.0,3,4634.3975283213185
7626,other,1450.0,3.0,90.0,3,6206.896551724138
